name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,899232,1000,551.28ms,483.40us,4.07us,483.44us,5.12us,474.99us,528.43us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,1570556,87,751.41ms,5.79ms,14.19us,5.80ms,22.82us,5.74ms,5.88ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,1570556,727,601.32ms,687.63us,4.12us,688.48us,6.67us,675.10us,720.30us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,1570556,53,751.52ms,9.43ms,25.25us,9.44ms,51.12us,9.36ms,9.67ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,1570556,304,701.41ms,1.64ms,9.32us,1.65ms,13.76us,1.62ms,1.69ms
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.63ms,86.44us,3.45us,89.54us,6.58us,81.64us,106.80us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,613357,1000,50.49ms,13.12us,26.00ns,13.29us,1.10us,13.01us,26.50us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.50ms,66.30us,44.00ns,66.95us,1.78us,66.12us,78.80us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,100.50ms,85.45us,1.91us,87.33us,5.22us,80.96us,107.56us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,613357,1000,50.45ms,13.10us,27.00ns,13.39us,1.73us,12.99us,38.11us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.55ms,66.37us,54.00ns,67.05us,1.87us,66.19us,84.70us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.58ms,48.95us,360.00ns,49.82us,2.60us,48.19us,67.66us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,613423,1000,150.62ms,95.18us,911.00ns,96.29us,3.14us,93.07us,120.43us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.55ms,83.20us,140.00ns,84.10us,1.86us,82.94us,95.39us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.58ms,46.75us,362.00ns,47.84us,3.09us,45.99us,70.37us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,613423,1000,150.74ms,94.35us,650.00ns,95.33us,2.33us,92.92us,105.19us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.53ms,83.93us,138.00ns,84.79us,1.97us,83.56us,99.94us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,652,651.35ms,768.65us,2.13us,766.11us,10.99us,744.44us,924.57us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,16013977,770,601.42ms,647.70us,3.49us,649.47us,5.95us,642.25us,711.45us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,525,651.46ms,0.95ms,1.27us,0.95ms,6.06us,939.72us,1.04ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,275,751.62ms,1.82ms,2.54us,1.82ms,7.38us,1.81ms,1.87ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,123,751.50ms,4.08ms,25.10us,4.09ms,47.87us,4.00ms,4.36ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2024-04-19,,16013977,378,701.50ms,1.32ms,7.67us,1.33ms,16.66us,1.30ms,1.48ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,9,751.52ms,55.67ms,122.07us,55.69ms,151.82us,55.49ms,55.96ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,25,751.49ms,20.48ms,36.88us,20.52ms,75.97us,20.43ms,20.74ms
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.63ms,105.21us,1.15us,106.92us,10.08us,102.73us,393.65us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.53ms,57.91us,1.08us,58.88us,2.92us,56.26us,107.56us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.54ms,75.42us,59.00ns,76.19us,1.93us,75.22us,90.10us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,100.52ms,56.98us,273.00ns,57.86us,2.50us,56.30us,75.27us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.54ms,75.71us,2.22us,76.38us,3.44us,72.22us,96.56us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,150.66ms,111.53us,145.00ns,112.58us,2.19us,111.04us,129.52us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.58ms,113.90us,1.26us,115.53us,3.91us,111.80us,147.53us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,50.44ms,37.83us,248.00ns,38.27us,1.61us,37.26us,51.23us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.48ms,77.03us,60.00ns,77.85us,2.15us,76.82us,103.75us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,451.01ms,367.56us,4.64us,369.79us,33.26us,359.31us,1.40ms
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,181,751.56ms,2.76ms,6.64us,2.77ms,132.69us,2.73ms,4.33ms
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,935,601.30ms,534.63us,2.01us,534.99us,3.96us,526.39us,576.48us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,300.96ms,229.45us,3.20us,230.68us,20.97us,223.37us,869.86us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,337,701.46ms,1.48ms,8.87us,1.49ms,17.28us,1.46ms,1.57ms
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,300.92ms,243.88us,2.47us,245.23us,30.03us,240.18us,1.04ms
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,501.13ms,420.46us,2.28us,421.00us,4.52us,410.98us,446.35us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,551.33ms,470.53us,4.13us,470.79us,6.05us,454.88us,511.67us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,963,601.38ms,518.84us,3.38us,519.47us,5.31us,508.10us,543.09us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,100.52ms,84.20us,1.74us,86.37us,4.58us,81.19us,103.02us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613357,1000,50.43ms,37.89us,195.00ns,38.25us,1.42us,37.27us,50.60us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.55ms,66.18us,45.00ns,66.84us,1.92us,66.01us,92.12us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.58ms,48.02us,558.00ns,48.97us,2.92us,47.09us,68.14us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613423,1000,50.45ms,36.14us,71.00ns,36.58us,1.62us,35.86us,53.27us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.63ms,83.25us,86.00ns,84.19us,3.13us,82.96us,145.94us
